STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,
CPU type:,Intel Core Broadwell processor,
<<<<<<< HEAD
CPU clock:,2.194927613 GHz,
TABLE,Region GeracaoSistemaLinear,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000396,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,1691702
CPU_CLK_UNHALTED_CORE,FIXC1,967082
CPU_CLK_UNHALTED_REF,FIXC2,807928
=======
CPU clock:,2.194943128 GHz,
TABLE,Region GeracaoSistemaLinear,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000409,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,1691638
CPU_CLK_UNHALTED_CORE,FIXC1,813721
CPU_CLK_UNHALTED_REF,FIXC2,852478
>>>>>>> 9011bdeb94af211f66ede0891e02381f67c57699
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,435210
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GeracaoSistemaLinear,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0004,
Runtime unhalted [s],0.0004,
<<<<<<< HEAD
Clock [MHz],2627.3071,
CPI,0.5717,
DP [MFLOP/s],1098.3273,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0,
Scalar [MUOPS/s],1098.3273,
=======
Clock [MHz],2095.1524,
CPI,0.4810,
DP [MFLOP/s],1063.9109,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],0,
Scalar [MUOPS/s],1063.9109,
>>>>>>> 9011bdeb94af211f66ede0891e02381f67c57699
Vectorization ratio,0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,
CPU type:,Intel Core Broadwell processor,
<<<<<<< HEAD
CPU clock:,2.194927613 GHz,
=======
CPU clock:,2.194943128 GHz,
>>>>>>> 9011bdeb94af211f66ede0891e02381f67c57699
TABLE,Region SolucaoSistemaLinear,Group 1 Raw,FLOPS_DP,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,HWThread 3
<<<<<<< HEAD
INSTR_RETIRED_ANY,FIXC0,16197
CPU_CLK_UNHALTED_CORE,FIXC1,14464
CPU_CLK_UNHALTED_REF,FIXC2,11770
=======
INSTR_RETIRED_ANY,FIXC0,16193
CPU_CLK_UNHALTED_CORE,FIXC1,14046
CPU_CLK_UNHALTED_REF,FIXC2,14652
>>>>>>> 9011bdeb94af211f66ede0891e02381f67c57699
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1030
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SolucaoSistemaLinear,Group 1 Metric,FLOPS_DP,9
Metric,HWThread 3,
<<<<<<< HEAD
Runtime (RDTSC) [s],2.965476e-06,
Runtime unhalted [s],6.589739e-06,
Clock [MHz],2697.3180,
CPI,0.8930,
DP [MFLOP/s],357.4468,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],5.0582,
Scalar [MUOPS/s],347.3304,
=======
Runtime (RDTSC) [s],3.783229e-06,
Runtime unhalted [s],6.399255e-06,
Clock [MHz],2104.1613,
CPI,0.8674,
DP [MFLOP/s],280.1839,
AVX DP [MFLOP/s],0,
Packed [MUOPS/s],3.9649,
Scalar [MUOPS/s],272.2542,
>>>>>>> 9011bdeb94af211f66ede0891e02381f67c57699
Vectorization ratio,1.4354,
